id,player1_id,player2_id,type,date
157,400,29,Collaborating,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
158,230,149,Eating,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
159,317,378,Sharing,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
160,313,223,Arguing,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
161,100,193,Joking,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
162,186,265,Laughing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
163,261,409,Joking,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
164,343,188,Sharing,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
165,330,187,Eating,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
166,77,217,Competing,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
167,396,156,Joking,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
168,160,53,Joking,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
169,151,18,Sharing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
170,369,428,Eating,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
171,200,241,Competing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
172,231,225,Collaborating,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
173,277,333,Teaching,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
174,104,72,Teaching,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
175,307,43,Eating,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
176,219,253,Collaborating,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
177,235,312,Conversation,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
178,40,97,Joking,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
179,111,156,Collaborating,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
180,256,211,Hugging,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
181,242,410,Eating,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
182,154,226,Arguing,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
183,276,393,Arguing,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
184,430,52,Arguing,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
185,399,287,Competing,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
186,431,247,Eating,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
187,118,103,Joking,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
188,390,456,Teaching,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
189,10,291,Competing,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
190,127,326,Collaborating,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
191,161,184,Conversation,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
192,379,363,Collaborating,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
193,122,128,Eating,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
194,297,28,Eating,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
195,429,21,Laughing,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
196,113,287,Sharing,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
197,147,211,Joking,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
198,33,196,Eating,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
199,17,217,Joking,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
200,354,100,Hugging,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
201,354,89,Teaching,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
202,278,438,Collaborating,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
203,104,261,Teaching,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
204,270,290,Laughing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
205,390,45,Sharing,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
206,399,420,Eating,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
207,9,417,Laughing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
208,26,279,Arguing,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
209,246,258,Arguing,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
210,91,358,Competing,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
211,5,63,Competing,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
212,226,240,Arguing,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
213,35,384,Conversation,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
214,11,303,Teaching,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
215,130,265,Sharing,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
216,336,187,Teaching,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
217,38,319,Hugging,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
218,58,424,Joking,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
219,252,251,Competing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
220,113,414,Hugging,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
221,277,159,Laughing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
222,143,332,Hugging,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
223,146,98,Laughing,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
224,305,126,Teaching,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
225,19,63,Eating,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
226,200,77,Arguing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
227,163,39,Hugging,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
228,231,354,Collaborating,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
229,276,359,Teaching,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
230,303,62,Competing,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
231,244,167,Collaborating,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
232,120,162,Arguing,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
233,305,241,Teaching,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
234,51,3,Arguing,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
235,60,406,Sharing,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
236,214,413,Hugging,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
237,444,385,Teaching,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
238,381,49,Conversation,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
239,456,390,Conversation,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
240,72,94,Competing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
241,269,311,Competing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
242,34,343,Collaborating,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
243,412,145,Laughing,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
244,182,58,Hugging,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
245,164,235,Joking,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
246,219,410,Competing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
247,70,408,Joking,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
248,276,256,Sharing,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
249,113,394,Eating,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
250,156,194,Joking,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
251,429,38,Eating,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
252,151,355,Hugging,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
253,133,337,Conversation,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
254,25,257,Laughing,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
255,228,374,Sharing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
256,338,248,Joking,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
257,309,312,Eating,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
258,55,59,Conversation,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
259,194,343,Collaborating,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
260,38,317,Teaching,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
261,130,53,Teaching,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
262,232,298,Competing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
263,58,75,Collaborating,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
264,202,304,Arguing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
265,303,348,Sharing,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
266,408,366,Arguing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
267,130,5,Competing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
268,276,37,Collaborating,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
269,306,424,Eating,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
270,90,202,Eating,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
271,217,311,Competing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
272,55,349,Conversation,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
273,113,238,Sharing,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
274,138,303,Teaching,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
275,412,174,Eating,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
276,83,28,Hugging,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
277,19,318,Arguing,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
278,181,420,Hugging,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
279,303,349,Conversation,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
280,429,284,Laughing,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
281,377,61,Competing,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
282,226,130,Collaborating,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
283,211,162,Joking,Sat Jun 27 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
284,404,20,Sharing,Wed Jun 24 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
285,85,339,Conversation,Fri Jun 26 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
286,156,185,Arguing,Thu Jun 25 2020 20:00:00 GMT-0400 (Eastern Daylight Time)
